,pl_name,hostname,discoverymethod,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,st_spectype,sy_dist
192,TOI-782 b,TOI-782,Transit,2024,2.734,19.1,8.0240015,0.0578,0.19,435.0,0.397,0.413,3370.0,-1.70246,,52.5122
193,TOI-1448 b,TOI-1448,Transit,2024,2.749,19.5,8.112245,0.0567,0.36,426.0,0.372,0.38,3412.0,-1.75498,,73.3345
194,TOI-2120 b,TOI-2120,Transit,2024,2.122,6.8,5.7998164,0.0377,0.32,384.0,0.211,0.245,3131.0,-2.28651,,32.1755
195,TOI-2406 b,TOI-2406,Transit,2021,2.86,15.6,3.0766891,0.02267,0.17,449.0,0.166,0.204,3100.0,-2.46218,,55.419
196,WASP-76 b,WASP-76,Transit,2016,20.78145022,284.13859586,1.80988198,0.033,0.0,2228.0,1.458,1.756,6329.0,,F7,194.459
197,WASP-12 b,WASP-12,Transit,2008,22.02564708,,1.091418901,0.0234,,,1.325,1.69,6265.0,,,427.246
198,TOI-561 b,TOI-561,Transit,2020,1.397,2.02,0.4465697,0.01064,0.0,2319.0,0.806,0.843,,,,85.799
199,TOI-561 c,TOI-561,Transit,2020,2.865,5.93,10.778838,0.0889,0.023,802.0,0.806,0.843,,,,85.799
200,TOI-561 d,TOI-561,Transit,2020,2.615,13.33,25.71268,0.1587,0.111,600.0,0.806,0.843,,,,85.799
201,TOI-561 e,TOI-561,Transit,2020,2.517,12.4,77.144,0.33,0.074,416.0,0.806,0.843,,,,85.799
202,WASP-4 b,WASP-4,Transit,2007,15.12091496,381.3940884,1.338230994,0.02261,,1653.0,0.899,0.912,,,,267.206
203,HD 72659 b,HD 72659,Radial Velocity,2002,,906.12878836,3549.0,4.607,0.2393,,1.033,1.36,5929.0,,G2 V,51.8949
204,HD 72659 c,HD 72659,Radial Velocity,2022,,6165.8710958,35500.0,21.5,0.114,,1.033,1.36,5929.0,,G2 V,51.8949
205,HIP 54515 b,HIP 54515,Imaging,2026,,5625.5628039,33000.0,24.8,0.42,,1.9,,8100.0,,A5 V,82.8101
206,TOI-6041 b,TOI-6041,Transit,2025,4.55,28.9,26.04945,0.1651,,605.6,0.885,0.879,5445.0,-0.21254,G7,72.4731
207,TOI-6041 c,TOI-6041,Radial Velocity,2025,,77.9,88.0,0.3721,,403.5,0.885,0.879,5445.0,-0.21254,G7,72.4731
208,WASP-140 b,WASP-140,Transit,2016,14.23540549,,,,,1270.0,,,5300.0,,K0,117.598
209,WASP-136 b,WASP-136,Transit,2016,16.81347105,,,,,1630.0,,,,,F,275.587
210,WASP-120 b,WASP-120,Transit,2016,15.58048317,,,,,1749.0,,,,,F5,381.174
211,HAT-P-16 b,HAT-P-16,Transit,2010,14.68376472,,,,,1566.0,,,,,F8,226.637
212,WASP-123 b,WASP-123,Transit,2016,15.13212395,,,,,1500.0,,,,,G5,197.996
213,WASP-20 b,WASP-20,Transit,2015,15.46839337,,,,,1362.0,,1.242,,,,211.877
214,WASP-108 b,WASP-108,Transit,2020,15.13212395,,,,,1589.0,,,,,F9,258.777
215,NN Ser c,NN Ser,Eclipse Timing Variations,2010,,3086.11383197,6987.0,,0.089,,0.535,,,,WD,515.818
216,NN Ser d,NN Ser,Eclipse Timing Variations,2010,,696.04421133,2880.0,,0.24,,0.535,,,,WD,515.818
217,Kepler-1241 b,Kepler-1241,Transit,2016,2.63,,18.5525701,,,,0.84,0.8,5261.0,,,968.722
218,Kepler-694 b,Kepler-694,Transit,2016,2.8,,6.365841612,,,,0.97,0.95,5700.0,,,1023.06
219,GJ 2126 b,GJ 2126,Radial Velocity,2025,,413.1769291,272.7,0.71,0.85,,0.65,0.728,4159.0,-0.84527,M0 V,38.129
220,HR 858 d,HR 858,Transit,2019,2.001,7.1,11.230511,0.1046,0.0,1061.0,1.204,1.258,6354.0,0.36361,,31.964
221,HS Psc b,HS Psc,Radial Velocity,2024,,464.02947422,3.986,0.0435,0.27,,0.69,0.65,4203.0,-0.91364,K7 V,37.6604
222,HD 134606 f,HD 134606,Radial Velocity,2024,,5.63,26.915,0.1784,0.081,,1.046,1.158,5576.0,0.06483,,26.7909
223,Kepler-1228 b,Kepler-1228,Transit,2016,1.54,,0.577369579,,,,0.78,0.74,5063.0,,,515.453
224,Kepler-1859 c,Kepler-1859,Transit,2023,1.66,,3.59645081,0.0473,0.0,1327.0,1.09,1.235,5887.0,,,1331.25
225,Kepler-100 d,Kepler-100,Transit,2014,1.61,3.0,35.3331,,,,1.08,1.49,5825.0,,,304.645
226,Kepler-1208 b,Kepler-1208,Transit,2016,2.32,,11.08507637,,,,0.8,0.76,5001.0,,,825.176
227,Kepler-273 c,Kepler-273,Transit,2014,1.98,,8.014927,0.073,,,,0.815,5626.0,,,713.964
228,GJ 1002 b,GJ 1002,Radial Velocity,2022,,1.08,10.3465,0.0457,,230.9,0.12,0.137,3024.0,-2.85201,M5.5 V,4.84867
229,CoRoT-32 b,CoRoT-32,Transit,2018,6.38913,47.6745,6.71837,0.071,,938.0,1.08,0.79,5970.0,-0.1549,G0 VI,576.683
230,Kepler-387 b,Kepler-387,Transit,2014,1.03,,6.791636,0.068,,,,1.046,5774.0,,,801.052
231,TOI-481 b,TOI-481,Transit,2020,11.09691,486.2799,10.33111,0.097,0.153,1370.0,1.14,1.66,5735.0,0.43457,G,179.366
232,Kepler-422 b,Kepler-422,Transit,2014,12.89,136.66,7.8914483,0.082,,,1.15,1.24,5972.0,0.24,,722.795
233,Kepler-1331 b,Kepler-1331,Transit,2016,1.05,,0.789161653,,,,0.72,0.69,4508.0,,,319.197
234,Kepler-218 d,Kepler-218,Transit,2016,2.66,,124.5244647,,,,1.01,1.02,5542.0,,,656.38
235,Kepler-918 b,Kepler-918,Transit,2016,1.74,,4.85386933,,,,1.11,1.14,6028.0,,,1025.03
236,KOI-1599.01,KOI-1599,Transit,2019,1.9,4.6,20.4415,0.14728,0.014,,1.02,0.972,,,,1131.64
237,Kepler-1512 b,Kepler-1512,Transit,2016,1.18,,20.35972599,,,,0.73,0.67,4372.0,,,
238,MASCARA-1 b,MASCARA-1,Transit,2017,17.90074218,,2.14877381,0.040352,0.00034,2594.3,1.9,2.082,7490.0,1.08279,,182.273
239,HD 73256 c,HD 73256,Radial Velocity,2023,,5085.254512,2690.0,3.8,0.16,,1.0,,,,G8 IV,36.708
240,KELT-6 c,KELT-6,Radial Velocity,2015,,1179.1493,1276.0,2.39,0.21,,1.126,1.529,6272.0,,,240.726
241,HD 48948 d,HD 48948,Radial Velocity,2024,,10.59,151.92,0.4894,0.055,349.0,0.686,0.679,4593.0,,K3 V,16.9043
242,Kepler-1987 b,Kepler-1987,Transit,2023,1.23,,2.345863002,0.0318,0.0,997.0,0.799,0.714,4769.0,,,595.683
243,Kepler-883 b,Kepler-883,Transit,2016,1.78,,12.98495573,,,,1.06,1.09,6116.0,,,627.455
244,MOA-2011-BLG-322L b,MOA-2011-BLG-322L,Microlensing,2013,,3690.0,,4.3,,,0.39,,,,,7560.0
245,Kepler-550 b,Kepler-550,Transit,2016,4.42,,8.600104109,,,,0.87,0.83,5322.0,,,531.944
246,Kepler-42 d,Kepler-42,Transit,2011,0.57,,1.865169,0.0154,,450.0,0.13,0.17,3068.0,-2.62,M,40.0595
247,Kepler-157 c,Kepler-157,Transit,2014,2.24,,13.5405,0.11,,,,1.044,5774.0,,,773.713
248,HD 219134 g,HD 219134,Radial Velocity,2015,,10.80622,94.2,0.3753,0.0,,0.794,0.77,4913.0,-0.50864,K3 V,6.53127
249,Kepler-210 b,Kepler-210,Transit,2014,2.94,,2.453234,0.032,,,,0.65,4559.0,,,232.75
250,bet Pic c,bet Pic,Radial Velocity,2019,,3222.46221857,1192.77951,2.68,0.314,,1.795,,,,,19.7442
251,Kepler-323 c,Kepler-323,Transit,2014,1.57,6.8,3.5538229,0.0458,0.095,1431.0,1.015,1.12,6004.0,,,454.883
252,WASP-2 b,WASP-2,Transit,2007,12.116929,295.89973,2.152175,0.03144,,1311.0,0.895,0.866,5180.0,-0.31336,,153.242
253,Kepler-519 b,Kepler-519,Transit,2016,2.1,,24.3078946,,,,0.89,0.8,5260.0,,,246.61
254,Kepler-410 A b,Kepler-410 A,Transit,2013,2.838,,17.833648,0.1226,0.17,,1.214,1.352,6273.0,0.435,,147.527
255,KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,Microlensing,2023,,6038.739733,,0.96,,,0.21,,,,,3090.0
256,OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,Microlensing,2020,,53.1,,4.43,,,0.4,,,,,6320.0
257,Kepler-1351 b,Kepler-1351,Transit,2016,0.65,,0.916140768,,,,0.7,0.67,4439.0,,,202.782
258,HD 13908 b,HD 13908,Radial Velocity,2013,,274.91,19.382,0.154,0.02,,1.29,1.67,6255.0,0.602,F8 V,79.5515
259,KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,Microlensing,2025,,83.7,,3.14,,,0.71,,,,K2.5 V,5410.0
260,HD 214823 b,HD 214823,Radial Velocity,2016,,5914.78665427,1854.84424,3.08,0.161,,1.115,,,,,101.368
261,Kepler-163 c,Kepler-163,Transit,2014,2.26,,21.347262,0.152,,,,0.917,5776.0,,,689.814
262,Kepler-953 b,Kepler-953,Transit,2016,4.21,,88.40655258,,,,0.95,0.99,5416.0,,,258.893
263,HD 285507 b,HD 285507,Radial Velocity,2013,,311.4734,6.0881,0.06,0.09,,0.82,0.69,4503.0,,,45.0293
264,Kepler-324 b,Kepler-324,Transit,2014,1.14,,4.385315,0.05,,,,0.84,5194.0,,,501.574
265,Kepler-375 c,Kepler-375,Transit,2014,2.65,,19.986326,0.141,,,,0.837,5826.0,,,1238.81
266,Kepler-206 d,Kepler-206,Transit,2014,1.19,,23.44281,0.163,,,,1.185,5764.0,,,594.447
267,Kepler-1085 b,Kepler-1085,Transit,2016,7.22,,219.3217528,,,,1.11,1.14,6000.0,,,1364.53
268,HD 156098 c,HD 156098,Radial Velocity,2022,,1661.6069118,7841.5839,8.415,0.391,,1.29,,,,,48.249
269,HD 141004 b,HD 141004,Radial Velocity,2021,,13.63483866,15.5083,0.1238,0.16,,1.051904,1.389372,5885.38,,,11.8148
270,Kepler-963 c,Kepler-963,Transit,2024,0.6,,0.919783,,,,0.821,0.928,5169.47,,G,771.494
271,HD 196067 b,HD 196067,Radial Velocity,2012,,3623.2438398,3413.7,4.71,0.56292,,1.16,1.71,6072.0,0.549,G0 V,39.9346
272,Kepler-208 d,Kepler-208,Transit,2014,1.2,,11.131786,0.103,,,,1.314,6092.0,,,775.328
273,Kepler-1165 c,Kepler-1165,Transit,2021,3.36093385,,29.96870041,,,,1.13,1.076,6249.0,,,1575.2
274,Kepler-371 c,Kepler-371,Transit,2014,1.78,,67.968015,0.313,,,,0.992,5666.0,,,813.192
275,K2-350 b,K2-350,Transit,2021,1.54,,4.163873,,,1158.0,0.98,1.04,5789.0,,,489.368
276,Kepler-540 b,Kepler-540,Transit,2016,2.71,,172.7049784,,,,1.02,1.08,5946.0,,,390.374
277,HATS-26 b,HATS-26,Transit,2016,19.61575,206.5895,3.3023881,0.04735,0.245,1918.0,1.299,2.04,6071.0,0.70415,F,861.843
278,WASP-18 c,WASP-18,Transit Timing Variations,2019,,55.2,2.1558,0.035,0.015,,1.22,1.23,6400.0,,,123.483
279,TOI-2202 b,TOI-2202,Transit,2021,10.95117414,287.31687993,11.9126075,,0.022,,0.841,0.808,5169.0,,,235.933
280,K2-403 b,K2-403,Transit,2022,5.333,,33.589979,,,,0.784,0.886,5511.0,,,246.599
281,Kepler-245 e,Kepler-245,Transit,2016,1.75,,3.219821056,,,,0.86,0.8,5174.0,,,861.527
282,Kepler-177 b,Kepler-177,Transit,2013,3.5,5.84,36.8601,,0.0,,0.921,1.324,5732.0,,,1435.44
283,TOI-4010 d,TOI-4010,Transit,2023,6.18,38.15,14.70886,0.113,0.07,650.0,0.88,0.83,4960.0,,K V,177.504
284,Kepler-927 b,Kepler-927,Transit,2016,1.72,,9.1149903,,,,0.99,0.99,5743.0,,,831.685
285,Kepler-1359 b,Kepler-1359,Transit,2016,2.83,,59.4970952,,,,0.78,0.72,4709.0,,,614.859
286,Kepler-247 b,Kepler-247,Transit,2014,1.64,,3.33616,0.042,,,,0.768,5100.0,,,663.711
287,WASP-153 b,WASP-153,Transit,2017,17.37395,123.9537,3.332609,0.048,0.009,1700.0,1.336,1.73,5914.0,,G0,610.176
288,HD 34445 c,HD 34445,Radial Velocity,2017,,53.5,214.67,0.7181,0.036,,1.07,1.38,5836.0,0.3032,G0 V,46.0907
289,HD 113538 c,HD 113538,Radial Velocity,2010,,295.57,1818.0,2.44,0.2,,0.585,0.53,4462.0,,K9 V,16.2817
290,Kepler-1211 b,Kepler-1211,Transit,2016,2.55,,11.01816836,,,,0.96,0.94,5705.0,,,1826.53
291,Kepler-279 c,Kepler-279,Transit,2013,4.3,49.4,35.736,,,,1.1,1.07,,,,1037.4
292,Kepler-132 c,Kepler-132,Transit,2014,1.28,,6.414914,0.068,,,,1.178,6003.0,,,349.549
293,TOI-3593 b,TOI-3593,Transit,2025,11.02963701,565.73456446,3.8212867,0.0481,0.105,1170.0,1.015,0.918,5550.0,-0.14146,,226.63
294,Kepler-1722 b,Kepler-1722,Transit,2021,2.86719266,,9.178569794,,,,0.876,0.788,5506.0,,,772.283
295,HD 134987 c,HD 134987,Radial Velocity,2009,,260.0,5000.0,5.8,0.12,,1.1,1.25,5585.0,0.25527,G5 V,26.1804
296,TOI-532 b,TOI-532,Transit,2021,5.82,61.5,2.3266508,0.0296,0.0,867.0,0.639,0.612,3927.0,-1.09528,,135.047
297,Kepler-1717 b,Kepler-1717,Transit,2021,2.98929758,,30.65279961,,,,1.158,1.64,6200.0,,,1008.79
298,Kepler-192 d,Kepler-192,Transit,2016,1.02,,6.47027579,,,,0.94,0.94,5487.0,,,651.674
299,TOI-4329 b,TOI-4329,Transit,2022,16.81347105,143.02278315,2.9223,,0.068,,1.538,2.31,6000.0,,,717.128
300,HD 160691 e,HD 160691,Radial Velocity,2006,,2224.798849,307.9,,,,1.13,1.33,5773.0,,G3 IV-V,15.5981
301,HD 149026 b,HD 149026,Radial Velocity,2005,8.29466,120.7754,2.87589,,0.0,,1.42,1.41,6179.0,,,75.8643
302,Kepler-257 c,Kepler-257,Transit,2014,5.41,,6.581484,0.066,,,,1.037,5180.0,,,780.256
303,K2-365 b,K2-365,Transit,2022,2.906,,23.448172,,,,0.823,1.051,5561.0,,,187.222
304,Kepler-1513 b,Kepler-1513,Transit,2016,8.594,48.30991786,160.8842,,0.306,,0.943,0.95,5491.0,-0.12901,G V,349.247
305,HD 213519 b,HD 213519,Radial Velocity,2022,,9.2170238,11.12214,0.099,0.413,,1.05,,,,,41.0014
306,TOI-1898 b,TOI-1898,Transit,2024,9.39553231,129.0,45.52234,0.269,0.485,674.54,1.2484,1.6131,6241.0,0.55121,,79.6682
307,Kepler-268 b,Kepler-268,Transit,2014,2.55,,25.934138,0.18,,,,1.274,6081.0,,,851.87
308,Kepler-529 b,Kepler-529,Transit,2016,1.86,,1.980357663,,,,1.07,1.14,6087.0,,,799.008
309,Kepler-1061 b,Kepler-1061,Transit,2016,1.98,,2.757982666,,,,1.09,1.07,6067.0,,,543.375
310,K2-413 b,K2-413,Transit,2022,0.7599,,0.8094,0.0117,,,0.808,0.7,4116.0,,,285.162
311,TOI-2443 b,TOI-2443,Transit,2023,2.363,4.8,15.66858,0.105,0.301,519.0,0.642,0.631,4375.0,-0.86487,K5 V,23.9258
312,Kepler-546 b,Kepler-546,Transit,2016,7.0,,4.147020258,,,,1.11,1.15,5967.0,,,1019.65
313,K2-70 b,K2-70,Transit,2016,2.89,,13.97896,0.1112,,,0.94,0.93,5622.0,,,232.964
314,Kepler-454 d,Kepler-454,Radial Velocity,2023,,734.18362017,4073.0,5.1,0.089,,1.03,1.066,5687.0,,,230.869
315,K2-198 c,K2-198,Transit,2019,1.423,,3.3596055,,,1229.9,0.799,0.757,5212.9,,,110.567
316,Kepler-1218 b,Kepler-1218,Transit,2016,1.44,,22.9221266,,,,1.06,1.1,5986.0,,,840.503
317,HD 206610 b,HD 206610,Radial Velocity,2009,,647.10188,673.2,1.74,0.1,,1.55,6.12,4842.0,,,147.192
318,HATS-77 b,HATS-77,Transit,2021,13.05846252,436.69623122,3.0876262,0.03607,0.045,828.3,0.655,0.6428,4071.0,-0.99183,,436.176
319,Qatar-4 b,Qatar-4,Transit,2017,12.722215,1938.763,1.8053564,0.02803,0.0,1385.0,0.896,0.849,5215.0,-0.31785,K1 V,329.036
320,Kepler-398 b,Kepler-398,Transit,2014,0.93,,4.081423,0.044,,,,0.613,4493.0,,,177.355
321,K2-266 c,K2-266,Transit,2018,0.705,0.29013072,7.814,0.0679,0.042,664.5,0.686,0.703,4285.0,-0.82333,,77.5586
322,Kepler-406 b,Kepler-406,Transit,2014,1.43,6.35,2.42629,,,,1.07,1.07,5538.0,,,364.03
323,Kepler-195 b,Kepler-195,Transit,2014,2.03,,8.307872,0.077,,,,0.775,5329.0,,,652.051
324,TOI-2031 A b,TOI-2031 A,Transit,2025,14.20177855,254.2627256,5.71548654,0.066,0.076,1358.0,1.174,1.241,6490.0,0.39094,,276.105
325,Kepler-452 b,Kepler-452,Transit,2015,1.63,,384.843,1.046,,265.0,1.037,1.11,5757.0,,G2,551.727
326,Kepler-1022 b,Kepler-1022,Transit,2016,2.36,,10.99469878,,,,0.71,0.68,4445.0,,,420.042
327,K2-209 b,K2-209,Transit,2018,0.86850263,,2.080615,,,,0.74479,0.712365,4720.0,,,76.4986
328,Kepler-1012 b,Kepler-1012,Transit,2016,1.29,,5.50860439,,,,0.95,0.91,5556.0,,,411.077
329,Kepler-1398 b,Kepler-1398,Transit,2016,0.9,,2.78815679,,,,1.13,1.18,6126.0,,,852.204
330,Kepler-1694 b,Kepler-1694,Transit,2020,1.17986031,,3.89526,,,,0.82,0.756284,4954.0,-0.50811,,513.329
331,Kepler-176 d,Kepler-176,Transit,2014,2.51,,25.751974,0.163,,,,0.891,5232.0,,,527.321
332,Kepler-514 b,Kepler-514,Transit,2016,1.72,,5.65179605,,,,1.28,1.44,6106.0,,,455.336
333,HD 240210 b,HD 240210,Radial Velocity,2009,,1655.82,501.75,1.16,0.15,,0.82,,4297.0,1.55,K3 III,372.405
334,HD 73267 b,HD 73267,Radial Velocity,2008,,1321.53051631,1257.99159,2.229,0.261,,0.93,,,,,50.4093
335,HD 18438 b,HD 18438,Radial Velocity,2023,,6674.396547,803.0,2.1,0.1,,1.84,88.475,3860.0,2.96802,M2.5 III,224.146
336,Kepler-1636 b,Kepler-1636,Transit,2016,3.23,,425.47785,,,,1.01,1.02,5797.0,,,1947.54
337,Kepler-432 c,Kepler-432,Radial Velocity,2015,,772.3269,406.2,,0.498,,1.32,4.06,4995.0,,,848.023
338,HD 192310 b,HD 192310,Radial Velocity,2011,,16.9,74.72,0.32,0.13,355.0,0.8,,5166.0,-0.41454,,8.79687
339,K2-18 c,K2-18,Radial Velocity,2017,,7.51,8.962,0.06,0.47,363.0,0.359,0.411,3457.0,,,38.0266
340,TOI-1064 b,TOI-1064,Transit,2022,2.587,13.5,6.443868,0.06152,0.047,784.0,0.748,0.726,4734.0,-0.62342,,68.0726
341,Kepler-251 b,Kepler-251,Transit,2014,1.33,,4.790936,0.053,,,,0.89,5526.0,,,924.625
342,Kepler-186 e,Kepler-186,Transit,2014,1.27,,22.407704,0.11,,,0.478,0.472,3788.0,-1.385,M1,177.594
343,HATS-47 b,HATS-47,Transit,2020,12.520453,117.27927,3.9228038,0.04269,0.088,852.9,0.674,0.6564,4512.0,-0.79615,,300.67
344,Kepler-1233 b,Kepler-1233,Transit,2016,2.6,,45.1263042,,,,1.16,1.25,6198.0,,,1178.7
345,HD 29021 b,HD 29021,Radial Velocity,2017,,1420.69297929,1365.0,2.294,0.453,,0.86,,,-0.18111,G5,30.9939
346,GJ 682 c,GJ 682,Radial Velocity,2014,,8.7,57.32,0.176,0.1,,0.27,,3028.0,-2.69897,M3.5 V,5.00671
347,HD 217786 b,HD 217786,Radial Velocity,2011,,4402.55909376,1301.36009,2.446,0.311,,1.14,,,,,55.4847
348,Kepler-1190 b,Kepler-1190,Transit,2016,1.33,,10.45843441,,,,0.76,0.72,4730.0,,,342.509
349,1RXS J160929.1-210524 b,1RXS J160929.1-210524,Imaging,2008,,3000.0,,330.0,,1700.0,0.85,,4060.0,-0.37,K7 V,139.135
350,Kepler-1998 b,Kepler-1998,Transit,2023,0.6,,3.03267135,0.0405,0.0,1187.0,0.962,0.921,5640.0,,,340.965
351,Kepler-155 b,Kepler-155,Transit,2014,2.09,,5.931194,0.056,,,,0.62,4508.0,,,293.499
352,Kepler-189 b,Kepler-189,Transit,2014,1.21,,10.399931,0.088,,,,0.75,5235.0,,,591.534
353,GJ 676 A b,GJ 676 A,Radial Velocity,2010,,1840.86213334,1051.44521,1.735,0.319,,0.626,,,,,16.0272
354,TOI-1266 b,TOI-1266,Transit,2020,2.52,4.46,10.8945,0.073,0.039,415.0,0.437,0.4232,3563.0,-1.58021,M2,36.0118
355,K2-12 b,K2-12,Transit,2015,2.44,5.2,8.28246,0.0792,0.5,1026.0,0.965,1.117,5672.0,,,326.381
356,Kepler-975 b,Kepler-975,Transit,2016,1.48,,1.970342457,,,,0.8,0.75,4897.0,,,426.088
357,EPIC 249893012 b,EPIC 249893012,Transit,2020,1.95,8.75,3.5951,0.047,0.06,1616.0,1.05,1.71,5430.0,,G8 IV/V,321.296
358,HATS-51 b,HATS-51,Transit,2017,15.80469,244.09344,3.3488702,0.04639,0.33,1553.0,1.187,1.44,5758.0,0.30963,,389.57
359,Kepler-1852 b,Kepler-1852,Transit,2021,1.88610592,,7.970940113,,,,0.927,0.826,5237.0,,,772.481
360,Kepler-60 d,Kepler-60,Transit,2012,1.99,4.16,11.8981,,,,1.041,1.257,5905.0,,,1025.1
361,MOA-2010-BLG-117L b,MOA-2010-BLG-117L,Microlensing,2018,,170.0,,2.42,,,0.58,,,,,3500.0
362,WASP-145 A b,WASP-145 A,Transit,2018,10.0881,282.8687,1.7690381,0.0261,0.0,1200.0,0.76,0.68,4900.0,,K2 V,91.299
363,NGTS-25 b,NGTS-25,Transit,2022,11.46678726,203.09235207,2.823093,0.0388,0.0,1101.0,0.91,0.86,5321.0,-0.29158,K0 V,521.233
364,Kepler-752 b,Kepler-752,Transit,2016,2.81,,18.82747265,,,,0.87,0.83,5373.0,,,1232.29
365,Kepler-1523 b,Kepler-1523,Transit,2016,1.58,,0.93875077,,,,0.97,0.96,5708.0,,,865.596
366,K2-99 c,K2-99,Radial Velocity,2022,,2669.7586188,522.2,1.43,0.21,390.0,1.44,2.55,6069.0,0.89927,,519.229
367,DMPP-1 b,DMPP-1,Radial Velocity,2019,,24.27,18.57,0.1462,0.083,877.0,1.21,1.26,6196.0,,F8 V,62.5388
368,Kepler-113 b,Kepler-113,Transit,2014,1.82,11.7,4.754,,,,0.75,0.69,4725.0,,,262.351
369,bet UMi b,bet UMi,Radial Velocity,2014,,1938.7,522.3,1.4,0.19,,1.4,38.3,4126.0,2.73,K4 III,38.77472
370,HD 208487 b,HD 208487,Radial Velocity,2004,,165.265,130.08,0.524,0.24,,1.13,,6067.0,,,45.147
371,Kepler-25 c,Kepler-25,Transit,2011,5.217,15.2,12.7207,,0.0061,,1.165,1.316,,,,243.249
372,Kepler-1091 b,Kepler-1091,Transit,2016,1.46,,1.434741564,,,,1.01,1.03,5851.0,,,914.299
373,Kepler-51 b,Kepler-51,Transit,2012,7.1,2.1,45.154,0.2514,0.04,543.0,1.04,0.94,6018.0,,,783.831
374,Kepler-334 d,Kepler-334,Transit,2014,1.41,,25.09849,0.168,,,,1.068,5828.0,,,426.59
375,TOI-6109 b,TOI-6109,Transit,2025,4.8704,,5.690476,0.0599,,,1.03,1.021,5660.0,-0.05453,G3,151.738
376,TOI-238 c,TOI-238,Radial Velocity,2024,2.18,6.7,8.465651,0.0749,0.36,696.0,0.79,0.733,5059.0,-0.47083,K2V,80.5407
377,TOI-406.01,TOI-406,Transit,2024,2.08,6.57,13.175682,0.0809,0.056,368.0,0.408,0.41,3392.0,-1.71444,M3,31.0597
378,TOI-2537 b,TOI-2537,Transit,2024,11.25381662,415.40172795,94.1022,0.3715,0.364,338.0,0.771,0.771,4870.0,-0.52143,,184.986
379,TOI-2537 c,TOI-2537,Radial Velocity,2024,,2297.89938261,1920.0,2.78,0.287,123.1,0.771,0.771,4870.0,-0.52143,,184.986
380,KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,Microlensing,2025,,1086.97315194,,6.85,,,0.72,,,,,6830.0
381,KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,Microlensing,2025,,17.79839079,,1.7,,,0.22,,,,,7250.0
382,KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,Microlensing,2025,,1900.61387386,,2.03,,,0.48,,,,,6060.0
383,KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,Microlensing,2025,,19.06970442,,1.96,,,0.32,,,,,7180.0
384,TOI-1685 b,TOI-1685,Transit,2021,1.421,3.07,0.66913923,0.01164,,1000.0,0.466,0.462,3470.0,,M3 V,37.6153
385,WASP-193 b,WASP-193,Transit,2023,14.78464554,35.59678158,6.2463475,0.0668,0.081,1250.0,1.018,1.213,6080.0,0.26007,,362.087
386,TOI-178 b,TOI-178,Transit,2021,1.2,0.96,1.9145601,,,,0.647,0.662,4316.0,-0.86646,,62.699
387,TOI-178 f,TOI-178,Transit,2021,2.417,5.63,15.23335,,0.00045,,0.647,0.662,4316.0,-0.86646,,62.699
388,TOI-178 g,TOI-178,Transit,2021,2.939,4.4,20.71663,,0.00043,,0.647,0.662,4316.0,-0.86646,,62.699
389,Kepler-911 b,Kepler-911,Transit,2016,2.6,,20.310501,,,,1.34,1.99,6112.0,,,556.168
390,Kepler-1569 b,Kepler-1569,Transit,2016,1.68,,5.79180156,,,,1.25,1.4,6319.0,,,945.454
391,LHS 1678 c,LHS 1678,Transit,2021,0.941,,3.694284,0.0327,0.039,,0.345,0.329,3490.0,-1.83863,M2.0 V,19.8782
392,Kepler-444 e,Kepler-444,Transit,2015,0.546,,7.743493,0.0696,0.1,,0.758,0.752,5046.0,,K,36.4396
393,Kepler-1656 b,Kepler-1656,Transit,2018,,47.8,31.562,0.1974,0.838,,1.03,1.1,,,,185.875
394,GJ 1265 b,GJ 1265,Radial Velocity,2018,,7.4,3.6511,0.026,0.04,,0.178,0.192,3236.0,-2.4389,M4.5 V,10.2525
395,HATS-13 b,HATS-13,Transit,2015,13.585308,172.58169,3.0440499,0.04057,0.181,1244.0,0.962,0.887,5523.0,,,421.855
396,HD 285968 b,HD 285968,Radial Velocity,2008,,8.4,8.7836,0.066,0.0,450.0,0.5,,,-1.658,M2 V,9.47045
397,Kepler-476 b,Kepler-476,Transit,2016,3.08,,14.00640607,,,,1.03,1.09,5837.0,,,813.535
398,TOI-521 b,TOI-521,Transit,2025,1.98,5.3,1.54285047,0.0195,0.0,794.0,0.42,0.421,3544.0,-1.5986,M3,60.9425
399,TOI-912 b,TOI-912,Transit,2025,1.93,5.1,4.6780691,0.041,0.58,551.0,0.418,0.419,3572.0,-1.59007,M3,26.1072
400,TOI-7510 b,TOI-7510,Transit,2025,7.31,18.1,11.530869,0.1019,0.0572,878.0,1.063,1.035,5720.0,0.01115,G3,249.006
401,TOI-7510 c,TOI-7510,Transit,2025,10.81,131.0,22.5687423,0.1595,0.0091,702.0,1.063,1.035,5720.0,0.01115,G3,249.006
